"الجيرداس پاليكيس","Q199294"
"יווגינוס גנבילאס","Q204847"
"البيرتاس سيميناس","Q2060714"
"سيرجيچوس چوڤايسا","Q2453848"
"ڤيتاوتاس بوجوسيس","Q2655658"
"كيستوتيس چاكيليس","Q2688962"
"Βικτόρια Σμίλιτε","Q270330"
"Вікторія Чміліте","Q270330"
"როლანდას პაქსასი","Q296956"
"עמנואליס זינגריס","Q3672343"
"زيلڤيناس پادايجا","Q394068"
"اینگریدا سیمونیت","Q437096"
"اجيديچوس كلومبيس","Q556218"
"ريمڤيداس ڤالاتكا","Q5766480"
"كيستوتيس ديرجيلا","Q6454605"
"چوستيناس كاروساس","Q823045"
"ڤيتاوتاس لاپيناس","Q9095148"
"اجيديچوس ڤاريكيس","Q909575"
"كيستوتيس داوكسيس","Q922691"
"الفريداس هينريكاس ستاسيوليڤيسيوس","Q15402091"
"גדימינאס קירקילאס","Q118937"
"گدیمیناس کیرکیلاس","Q118937"
"الفونساس ماكايتيس","Q12647657"
"الجيرداس كونسيناس","Q12647887"
"Витаутас Пятрулис","Q1383884"
"Вітаутас Пятруліс","Q1383884"
"ڤيتاوتاس پيتروليس","Q1383884"
"يرونيماس كراويليس","Q1450618"
"ڤيتاوتاس ليوتيكاس","Q15728334"
"فيكتوريا تشميليتي","Q270330"
"ڤيتاوتاس جالڤوناس","Q3562406"
"اليجيچوس ماسيوليس","Q371858"
"زيلڤيناس سيلجاليس","Q394070"
"كيستوتيس جلاڤيكاس","Q556443"
"Анатанас Валіоніс","Q571063"
"Аудронюс Ажубалис","Q58201"
"Аудронюс Ажубаліс","Q58201"
"Аўдронюс Ажубаліс","Q58201"
"جينتاراس سونجايلا","Q9268228"
"ريمانتاس ديدزيوكاس","Q1156203"
"كيستوتيس كريسيوناس","Q1257136"
"الفونساس جيدرايتيس","Q12647643"
"ڤيتاوتاس كاناپيكاس","Q12678385"
"ڤيتاوتاس سوماكاريس","Q15728473"
"هينريكاس زوكاوسكاس","Q1606341"
"كيستوتيس سيلينسكاس","Q1797487"
"Еугяніюс Ґянтвілас","Q204847"
"الجيرداس رازاوسكاس","Q4724253"
"اوريليچا ستانسيكين","Q541349"
"Андријус Кубилијус","Q57663"
"رولانداس پولاوسكاس","Q7360522"
"جينتاراس ديدزيوكاس","Q951919"
"ڤيتاوتاس الجيمانتاس بوينيڤيسيوس","Q15728046"
"الفريداس پيكيليوناس","Q1225732"
"رولانداس پاڤيليونيس","Q1235376"
"الجيرداس سادكاوسكاس","Q12647928"
"ڤاكلوڤاس كارباوسكيس","Q12676011"
"Витаутас Юозапайтис","Q1361304"
"Вітаутас Юозапайтіс","Q1361304"
"ڤيتاوتاس چوزاپايتيس","Q1361304"
"ڤالديمار توماسيڤسكى","Q1502078"
"ادوارداس سابلينسكاس","Q15138158"
"ڤيتاوتاس استراوسكاس","Q15920347"
"ڤايدوتاس باسيڤيسيوس","Q1595098"
"كيستوتيس سكاماراكاس","Q2655532"
"Викторас Пранцкетис","Q27537241"
"Вікторас Пранцкетіс","Q27537241"
"Վիկտորաս Պրանցկետիս","Q27537241"
"ڤيتاوتاس سوستاوسكاس","Q348273"
"آلگیرداس بوتکویسیوس","Q394006"
"اجيديچوس سكارباليوس","Q5732307"
"Римантас Синкявичус","Q59723"
"Вітаўтас Пяткявічус","Q692182"
"ريمڤيداس تورسينسكاس","Q980933"
"ڤيتاوتاس اليكساندراس سيناوسكاس","Q12678261"
"الجيرداس ايڤاناوسكاس","Q12647871"
"Лаурінас Станкявічюс","Q1376624"
"Вітаўтас Грубляўскас","Q1395215"
"Вітаутас Ландсберґіс","Q164582"
"Вітаўтас Ландсбергіс","Q164582"
"Вітаўтас Ландсбэргіс","Q164582"
"ڤيتاوتاس لاندسبيرجيس","Q164582"
"ڤيتاوتاس كڤيتكاوسكاس","Q2535649"
"ڤيتاوتاس پاكالنيسكيس","Q2535687"
"Викторас Пранцкиетис","Q27537241"
"Леокадія Почиковська","Q4163611"
"Άντριους Κουμπίλιους","Q57663"
"ريمانتاس سينكيڤيسيوس","Q59723"
"ڤيتاوتاس پيتكيڤيسيوس","Q692182"
"الجيرداس مونكيڤيسيوس","Q922619"
"لاوريناس ستانكيڤيسيوس","Q1376624"
"ڤيتاوتاس جروبلياوسكاس","Q1395215"
"ვიტაუტას ლანდსბერგისი","Q164582"
"Алгирдас Буткевичијус","Q394006"
"الجيرداس ڤروبلياوسكاس","Q4360934"
"ڤيتاوتاس كامبليڤيسيوس","Q9369194"
"كيستوتيس كوبيرتاڤيسيوس","Q15728323"
"الجيرداس پيتروسيڤيسيوس","Q4724250"
"الفونساس اندروسكيڤيسيوس","Q14772771"
"イリナ・ロゾヴァ","Q11714005"
"Робинсон, Яков","Q6075043"
"Палецкис, Юстас Винцас","Q179144"
"Дегутене, Ирена","Q270360"
"Вилейшис, Йонас","Q3313138"
"Гедвилас, Видас","Q556431"
"Имбрасас, Юозас","Q927471"
"Гражулис, Петрас","Q1762792"
"Путейкис, Наглис","Q1963591"
"Медведев, Николай Николаевич","Q1682938"
"Наркевич, Ярослав","Q1282407"
"Шимоните, Ингрида","Q437096"
"Палецкис, Альгирдас Юстасович","Q199294"
"Зингерис, Эмануэлис","Q3672343"
"Чяпайтис, Виргилиюс","Q4518521"
"كازيميراس وكا","Q3277243"
"كازيميراس ساچا","Q6381130"
"ريميجيچوس اكاس","Q8266439"
"ڤياسيسلاڤ سكيل","Q9372381"
"ڤلاديسلاڤ سويكو","Q1999579"
"וירגיליוס אלקנה","Q211408"
"فيرجليجوس ألكنا","Q211408"
"فيرجليجوس الكنا","Q211408"
"ویرجیلیوس آلکنا","Q211408"
"Альгірдас Кумжа","Q4724251"
"Валентина Субоч","Q9370401"
"روموالداس ايجناس بلوسكيس","Q12671690"
"مينداوجاس باستيس","Q11781375"
"زيجمانتاس پوسيوس","Q12678923"
"مينداوجاس بريديس","Q15486224"
"Виргилиюс Алекна","Q211408"
"Виргилиюс Алякна","Q211408"
"Віргіліюс Алекна","Q211408"
"رايمونداس اليكنا","Q766701"
"Сьцяпонас Кайрыс","Q971087"
"Вірґіліус Буловас","Q1112331"
"ڤاليريچوس سيموليك","Q1427363"
"ليونجيناس سيپيتيس","Q1827290"
"ڤيدمانتاس زيميليس","Q1893972"
"Альбертас Шименас","Q2060714"
"Альбяртас Шімєнас","Q2060714"
"ڤاسيليچوس پوپوڤاس","Q2511116"
"روموالداس أوزولاس","Q281340"
"روموالداس اوزولاس","Q281340"
"Кейстутис Мажейка","Q28371741"
"Жильвінас Падайґа","Q394068"
"ليودڤيكاس سابوتيس","Q546274"
"ليونارداس كيستوتيس چاسكيليڤيسيوس","Q12662867"
"زيجمانتاس بالسيتيس","Q117150"
"زیگمانتاس بالچیتیس","Q117150"
"مانفريداس زيمانتاس","Q11767043"
"Гедиминас Киркилас","Q118937"
"Гедымінас Кіркілас","Q118937"
"Ґедімінас Кіркілас","Q118937"
"جيديميناس كيركيلاس","Q118937"
"غيديميناس كيركيلاس","Q118937"
"كليمينساس ريمسيليس","Q12660873"
"مينداوجاس سوباسيوس","Q12665594"
"جيديميناس پاڤيرزيس","Q1379430"
"رايمونداس پاليوكاس","Q15138320"
"ڤيسڤالداس نيكراساس","Q15241325"
"Альгірдас Гайжуціс","Q1844867"
"Емануеліс Зінгеріс","Q3672343"
"Вергіліус Чепайтіс","Q4518521"
"اودرونيوس ازوباليس","Q58201"
"ستانيسلاڤ اكانوڤيك","Q9341513"
"رايمونداس پالايتيس","Q937621"
"Гедиминас Вагнорюс","Q982980"
"Ґедімінас Вагнорюс","Q982980"
"Зигмантас Бальчитис","Q117150"
"Зігмантас Бальчітіс","Q117150"
"جينتاوتاس بوزينسكاس","Q1525184"
"اوجينيچوس جينتڤيلاس","Q204847"
"ڤيرمانتاس ڤيليكونيس","Q2527860"
"Սաուլյուս Շալտյանիս","Q599550"
"جيديميناس چاكاڤونيس","Q8266325"
"Уладзімер Пруднікаў","Q981199"
"جيديميناس ڤاجنوريوس","Q982980"
"ڤيرجينيچا بالترايتين","Q1395873"
"Вальдэмар Тамашэўскі","Q1502078"
"جينتاوتاس ميكولايتيس","Q15137892"
"نيكولاچوس ميدڤيديڤاس","Q1682938"
"Σαούλιους Σκβερνέλις","Q1797508"
"Віргініус Сінкевичюс","Q27653570"
"Альгирдас Буткявичюс","Q394006"
"Альгірдас Буткявічус","Q394006"
"Альгірдас Буткявічюс","Q394006"
"ڤاسيليچوس فيودوروڤاس","Q9371403"
"جينتاوتاس بابراڤيسيوس","Q1525182"
"جابريليوس لاندسبيرجيس","Q17118365"
"ريميجيچوس زيمايتايتيس","Q59725"
"ڤينسينتاس پرانيڤيسيوس","Q924438"
"ماريچوناس ڤيساكاڤيسيوس","Q12664547"
"Вальдемар Томашевський","Q1502078"
"كازيميراس انتاناڤيسيوس","Q3486532"
"Ριμβίντας Τουρτσίνσκας","Q980933"
"جيديميناس دالينكيڤيسيوس","Q15241404"
"مينداوجاس ستاكڤيليڤيسيوس","Q926449"
"ユオザス・オレカス","Q1376538"
"ダレ・クオディーテ","Q676437"
"ヨナス・ヴァルカラ","Q951815"
"Абрамович, Дов Бер Менаше","Q9210397"
"Каханеман, Йосеф Шломо","Q2907349"
"Гольцберг, Исаак Рафаель","Q6856875"
"Жилинскас, Рокас","Q552497"
"Дмитриева, Лариса (политик)","Q12662500"
"Успасских, Виктор Викторович","Q1361333"
"Павилёнис, Роландас","Q1235376"
"Гентвилас, Эугениюс","Q204847"
"Миндаугас-Лауринас Станкявичюс","Q1376624"
"بينيديكتاس چودكا","Q2129494"
"الجيمانتاس ڤينكاس ولبا","Q4231956"
"Успасських Віктор Вікторович","Q1361333"
"ميسيسلوڤاس ترينيس","Q12665222"
"Виргилијус Алекна","Q211408"
"Рамуальдас Озалас","Q281340"
"Ромуальдас Озолас","Q281340"
"Ռոմուալդաս Օզոլաս","Q281340"
"ڤالديماراس كاتكوس","Q7909384"
"Ստյուպոնաս Կայրիս","Q971087"
"الجيمانتاس پوڤيلاس تاوراس","Q15728464"
"الجيمانتاس انتاناس جريماس","Q2646524"
"ڤلاديميراس ڤولسيوك","Q1246401"
"كونستانتاس راميليس","Q1782645"
"ڤالينتيناس ستونديس","Q3467069"
"Плячкайтіс Вітаутас Пятрас","Q5242889"
"Гядзімінас Кіркілас","Q118937"
"الجيمانتاس دومبراڤا","Q1261946"
"ريجيمانتاس سيوپايلا","Q2137805"
"ڤيرجيليچوس سيپايتيس","Q4518521"
"Ρεμίγκιους Σιμάσιους","Q1397662"
"Валентинас Мазуроніс","Q557932"
"ڤالينتيناس مازورونيس","Q557932"
"ڤيرجيليچوس كاسينسكاس","Q7933847"
"ڤالديماراس ڤالكيوناس","Q9368111"
"ڤالينتيناس بوكاوسكاس","Q9368131"
"الجيمانتاس ڤالينتيناس ايندريوناس","Q12647817"
"ڤلاديميراس اوريتشوڤاس","Q12678073"
"ڤلاديميراس بيريوزوڤاس","Q7938763"
"ڤيرجينيچوس سميجيلسكاس","Q9368889"
"ڤيرجيليچوس ڤلاديسلوڤاس بولوڤاس","Q1112331"
"ڤلاديميراس پرودنيكوڤاس","Q981199"
"ميسيسلوڤاس زاسيورينسكاس","Q12665225"
"ڤيرجينيچوس مارتيساوسكاس","Q12677804"
"الجيمانتاس ماتوليڤيسيوس","Q774815"
"Άλγκιρντας Μπουτκεβίτσιους","Q394006"
"イレナ・デグティエネ","Q270360"
"ロランダス・パクサス","Q296956"
"カジミエラス・ウオカ","Q3277243"
"Гарфункель, Лейб","Q11753852"
"Юкнявичене, Раса","Q271646"
"Соловейчик, Макс","Q9220487"
"Малдейкене, Аушра","Q16444907"
"Рахмилевич, Нахман","Q11788637"
"Зинкявичюс, Зигмас","Q47011"
"Буткявичюс, Аудрюс","Q759033"
"Паулаускас, Артурас","Q356704"
"Петкявичюс, Витаутас Казевич","Q692182"
"Юозапайтис, Витаутас","Q1361304"
"Лозурайтис, Альбинас","Q15728348"
"Паулаускас, Роландас","Q7360522"
"Сваринскас, Альфонсас","Q4409955"
"Александрас Абишала","Q2001278"
"Александрас Абішала","Q2001278"
"اليكساندراس ابيسالا","Q2001278"
"Γκεντίμινας Κιρκίλας","Q118937"
"برونيسلوڤاس چاجميناس","Q12651403"
"اليكساندراس زيلتينيس","Q15782189"
"برونيسلوڤاس جينزيليس","Q4973920"
"اليكساندريه پوپلاڤسكى","Q9145900"
"ستانيسلوڤاس جيدرايتيس","Q9341490"
"ستانيسلوڤاس بوسكيڤيسيوس","Q2331254"
"レミギユス・シマシュス","Q1397662"
"ペトラス・グラジュリス","Q1762792"
"アルベルタス・シメナス","Q2060714"
"ラサ・ユクネヴィチエネ","Q271646"
"エリギユス・マシウリス","Q371858"
"イングリダ・シモニーテ","Q437096"
"アルーナス・ゲルーナス","Q471699"
"ロレタ・グラウジニエネ","Q774843"
"マクス・ソロヴェイチク","Q9220487"
"ステポナス・カイリース","Q971087"
"Ауштрявичюс, Пятрас","Q2080450"
"Ландсбергис, Витаутас","Q164582"
"Почиковская, Леокадия","Q4163611"
"Томашевский, Вальдемар","Q1502078"
"Амбразайтіте Нієле Вінцівна","Q4064040"
"ゲディミナス・キルキラス","Q118937"
"ヴィクトル・ウスパスキフ","Q1361333"
"ウィルギリウス・アレクナ","Q211408"
"エマヌエリス・ジンゲリス","Q3672343"
"アンドリュス・マズロニス","Q512022"
"ヴィーダス・ゲドヴィラス","Q556431"
"アンドリュス・クビリュス","Q57663"
"Финкельштейн, Озер","Q11801345"
"Амбразайтите, Ниёле","Q4064040"
"ヴィドマンタス・ジエメリス","Q1893972"
"アウシュリネ・アルモナイテ","Q27808316"
"ラドヴィレ・モルクーナイテ","Q459191"
"リュドヴィカス・シムティス","Q6654035"
"ジグマンタス・バルチーティス","Q117150"
"ヴァルデマル・トマシェフスキ","Q1502078"
"サウリュス・スクヴェルネリス","Q1797508"
"リョンギナス・シェペティース","Q1827290"
"ビクトラス・プランキエティス","Q27537241"
"ヴァレンティナス・マズロニス","Q557932"
"アウドロニウス・アジュバリス","Q58201"
"ケスタティス・スミルノヴァス","Q6454618"
"サウリュス・ブツェヴィチュス","Q9334049"
"ゲディミナス・ヴァグノリウス","Q982980"
"ヴィタウタス・ユアザパイティス","Q1361304"
"ギンタラス・ステポナヴィチュス","Q1525171"
"ヴィータウタス・ランズベルギス","Q164582"
"ガブリエリュス・ランズベルギス","Q17118365"
"ミンダウガス・シンケビチュウス","Q27653570"
"アルトゥーラス・パウラウスカス","Q356704"
"ヴラディミラス・ベリョゾヴァス","Q7938763"
"ケーストゥティス・ダウクシース","Q922691"
"アルギルダス・ブトケヴィチュース","Q394006"
"アルギマンタス・マトゥレヴィチュス","Q774815"
"リナス・アンタナス・リンケヴィチウス","Q345625"
